ma_don,ngay_dat,kenh,tinh,don_vi_van_chuyen,sku,ten_san_pham,danh_muc,gia_ban,so_luong,doanh_thu,giam_gia_shop,trang_thai,phi_hoa_hong,phi_thanh_toan,phi_voucher_freeship,phi_dich_vu,thue_khau_tru,gia_von,chi_phi_hoan
TT260008516,2026-05-08 22:02:07,TikTok Shop,Bình Dương,J&T Express,LAN-127,Chân váy mẫu 127,Chân váy,279000,1,279000,70000.0,Hoàn thành,39710.0,12540.0,18810.0,2090.0,3135.0,145100.0,0.0
TT260008517,2026-05-08 22:10:46,TikTok Shop,TP.HCM,J&T Express,LAN-011,Áo mẫu 011,Áo,259000,1,259000,19000.0,Đã huỷ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TT260008518,2026-05-08 22:13:14,TikTok Shop,TP.HCM,J&T Express,LAN-131,Set đồ mẫu 131,Set đồ,259000,2,518000,0.0,Hoàn thành,98420.0,31080.0,46620.0,5180.0,7770.0,254800.0,0.0
SP260008519,2026-05-08 22:14:13,Shopee,Bình Dương,SPX Express,LAN-101,Quần mẫu 101,Quần,139000,1,139000,0.0,Hoàn thành,26410.0,8340.0,12510.0,1390.0,2085.0,65100.0,0.0
TT260008520,2026-05-08 22:40:25,TikTok Shop,Đà Nẵng,GHN,LAN-013,Áo mẫu 013,Áo,189000,1,189000,0.0,Hoàn thành,35910.0,11340.0,17010.0,1890.0,2835.0,96200.0,0.0
SP260008521,2026-05-08 22:47:07,Shopee,Cần Thơ,SPX Express,LAN-065,Váy/Đầm mẫu 065,Váy/Đầm,169000,1,169000,12000.0,Hoàn thành,29830.0,9420.0,14130.0,1570.0,2355.0,74200.0,0.0
TT260008522,2026-05-08 22:56:58,TikTok Shop,Thanh Hoá,GHN,LAN-052,Váy/Đầm mẫu 052,Váy/Đầm,139000,2,278000,0.0,Hoàn thành,52820.0,16680.0,25020.0,2780.0,4170.0,136000.0,0.0
TT260008523,2026-05-09 07:04:08,TikTok Shop,TP.HCM,Best Express,LAN-127,Chân váy mẫu 127,Chân váy,279000,2,558000,140000.0,Hoàn thành,79420.0,25080.0,37620.0,4180.0,6270.0,290200.0,0.0
SP260008524,2026-05-09 07:19:27,Shopee,Đồng Nai,SPX Express,LAN-127,Chân váy mẫu 127,Chân váy,279000,2,558000,140000.0,Đã trả hàng,0.0,0.0,0.0,0.0,0.0,0.0,59020.0
SP260008525,2026-05-09 07:25:01,Shopee,Nghệ An,SPX Express,LAN-044,Áo mẫu 044,Áo,249000,1,249000,17000.0,Hoàn thành,44080.0,13920.0,20880.0,2320.0,3480.0,123000.0,0.0
SP260008526,2026-05-09 07:25:42,Shopee,Hà Nội,SPX Express,LAN-013,Áo mẫu 013,Áo,189000,2,378000,0.0,Hoàn thành,71820.0,22680.0,34020.0,3780.0,5670.0,192400.0,0.0
TT260008527,2026-05-09 07:32:09,TikTok Shop,Đồng Nai,GHN,LAN-072,Váy/Đầm mẫu 072,Váy/Đầm,209000,1,209000,0.0,Đã trả hàng,0.0,0.0,0.0,0.0,0.0,0.0,40370.0
SP260008528,2026-05-09 07:41:01,Shopee,Hà Nội,SPX Express,LAN-132,Set đồ mẫu 132,Set đồ,209000,2,418000,22000.0,Đã trả hàng,0.0,0.0,0.0,0.0,0.0,0.0,48640.0
TT260008529,2026-05-09 07:50:25,TikTok Shop,Nghệ An,Best Express,LAN-001,Áo mẫu 001,Áo,149000,1,149000,14000.0,Hoàn thành,25650.0,8100.0,12150.0,1350.0,2025.0,73000.0,0.0
SP260008530,2026-05-09 08:13:23,Shopee,Hà Nội,J&T Express,LAN-057,Váy/Đầm mẫu 057,Váy/Đầm,239000,1,239000,17000.0,Hoàn thành,42180.0,13320.0,19980.0,2220.0,3330.0,104700.0,0.0
SP260008531,2026-05-09 08:19:21,Shopee,TP.HCM,J&T Express,LAN-122,Chân váy mẫu 122,Chân váy,239000,1,239000,16000.0,Hoàn thành,42370.0,13380.0,20070.0,2230.0,3345.0,102100.0,0.0
TT260008532,2026-05-09 08:29:27,TikTok Shop,TP.HCM,J&T Express,LAN-079,Váy/Đầm mẫu 079,Váy/Đầm,119000,1,119000,0.0,Hoàn thành,22610.0,7140.0,10710.0,1190.0,1785.0,55200.0,0.0
SP260008533,2026-05-09 08:44:07,Shopee,Đồng Nai,J&T Express,LAN-146,Phụ kiện mẫu 146,Phụ kiện,209000,1,209000,15000.0,Hoàn thành,36860.0,11640.0,17460.0,1940.0,2910.0,99900.0,0.0
SP260008534,2026-05-09 08:55:32,Shopee,TP.HCM,SPX Express,LAN-027,Áo mẫu 027,Áo,199000,2,398000,29000.0,Hoàn thành,70110.0,22140.0,33210.0,3690.0,5535.0,179800.0,0.0
SP260008535,2026-05-09 08:57:17,Shopee,Đồng Nai,J&T Express,LAN-111,Chân váy mẫu 111,Chân váy,209000,1,209000,20000.0,Hoàn thành,35910.0,11340.0,17010.0,1890.0,2835.0,96300.0,0.0
SP260008536,2026-05-09 09:40:44,Shopee,Nghệ An,SPX Express,LAN-027,Áo mẫu 027,Áo,199000,1,199000,11000.0,Hoàn thành,35720.0,11280.0,16920.0,1880.0,2820.0,89900.0,0.0
SP260008537,2026-05-09 09:44:08,Shopee,TP.HCM,J&T Express,LAN-044,Áo mẫu 044,Áo,249000,1,249000,18000.0,Hoàn thành,43890.0,13860.0,20790.0,2310.0,3465.0,123000.0,0.0
TT260008538,2026-05-09 09:58:45,TikTok Shop,TP.HCM,J&T Express,LAN-112,Chân váy mẫu 112,Chân váy,169000,3,507000,48000.0,Hoàn thành,87210.0,27540.0,41310.0,4590.0,6885.0,240900.0,0.0
SP260008539,2026-05-09 10:01:48,Shopee,Hải Phòng,SPX Express,LAN-048,Váy/Đầm mẫu 048,Váy/Đầm,199000,1,199000,15000.0,Hoàn thành,34960.0,11040.0,16560.0,1840.0,2760.0,88000.0,0.0
SP260008540,2026-05-09 10:02:27,Shopee,TP.HCM,GHN,LAN-122,Chân váy mẫu 122,Chân váy,239000,2,478000,0.0,Hoàn thành,90820.0,28680.0,43020.0,4780.0,7170.0,204200.0,0.0
SP260008541,2026-05-09 10:05:26,Shopee,Đồng Nai,J&T Express,LAN-065,Váy/Đầm mẫu 065,Váy/Đầm,169000,1,169000,16000.0,Hoàn thành,29070.0,9180.0,13770.0,1530.0,2295.0,74200.0,0.0
TT260008542,2026-05-09 10:09:09,TikTok Shop,TP.HCM,J&T Express,LAN-070,Váy/Đầm mẫu 070,Váy/Đầm,169000,1,169000,0.0,Hoàn thành,32110.0,10140.0,15210.0,1690.0,2535.0,86900.0,0.0
TT260008543,2026-05-09 10:41:02,TikTok Shop,Nghệ An,J&T Express,LAN-011,Áo mẫu 011,Áo,259000,1,259000,0.0,Hoàn thành,49210.0,15540.0,23310.0,2590.0,3885.0,123300.0,0.0
SP260008544,2026-05-09 10:43:36,Shopee,Đà Nẵng,SPX Express,LAN-113,Chân váy mẫu 113,Chân váy,289000,1,289000,15000.0,Hoàn thành,52060.0,16440.0,24660.0,2740.0,4110.0,132700.0,0.0
TT260008545,2026-05-09 10:46:04,TikTok Shop,Hà Nội,J&T Express,LAN-065,Váy/Đầm mẫu 065,Váy/Đầm,169000,1,169000,13000.0,Hoàn thành,29640.0,9360.0,14040.0,1560.0,2340.0,74200.0,0.0
TT260008546,2026-05-09 10:46:07,TikTok Shop,Đồng Nai,J&T Express,LAN-112,Chân váy mẫu 112,Chân váy,169000,1,169000,0.0,Hoàn thành,32110.0,10140.0,15210.0,1690.0,2535.0,80300.0,0.0
TT260008547,2026-05-09 11:00:03,TikTok Shop,Cần Thơ,J&T Express,LAN-108,Quần mẫu 108,Quần,249000,1,249000,0.0,Hoàn thành,47310.0,14940.0,22410.0,2490.0,3735.0,114000.0,0.0
SP260008548,2026-05-09 11:03:25,Shopee,Hà Nội,J&T Express,LAN-052,Váy/Đầm mẫu 052,Váy/Đầm,139000,1,139000,13000.0,Hoàn thành,23940.0,7560.0,11340.0,1260.0,1890.0,68000.0,0.0
TT260008549,2026-05-09 11:34:24,TikTok Shop,Đà Nẵng,J&T Express,LAN-028,Áo mẫu 028,Áo,169000,1,169000,0.0,Đã huỷ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SP260008550,2026-05-09 12:00:26,Shopee,Thanh Hoá,GHN,LAN-001,Áo mẫu 001,Áo,149000,1,149000,0.0,Hoàn thành,28310.0,8940.0,13410.0,1490.0,2235.0,73000.0,0.0
TT260008551,2026-05-09 12:16:08,TikTok Shop,Hải Phòng,J&T Express,LAN-072,Váy/Đầm mẫu 072,Váy/Đầm,209000,1,209000,0.0,Hoàn thành,39710.0,12540.0,18810.0,2090.0,3135.0,103700.0,0.0
SP260008552,2026-05-09 12:18:21,Shopee,Hà Nội,J&T Express,LAN-127,Chân váy mẫu 127,Chân váy,279000,1,279000,70000.0,Hoàn thành,39710.0,12540.0,18810.0,2090.0,3135.0,145100.0,0.0
SP260008553,2026-05-09 12:19:38,Shopee,TP.HCM,SPX Express,LAN-011,Áo mẫu 011,Áo,259000,2,518000,38000.0,Đã trả hàng,0.0,0.0,0.0,0.0,0.0,0.0,54660.0
SP260008554,2026-05-09 12:33:13,Shopee,Hà Nội,J&T Express,LAN-047,Váy/Đầm mẫu 047,Váy/Đầm,169000,2,338000,33000.0,Hoàn thành,57950.0,18300.0,27450.0,3050.0,4575.0,147000.0,0.0
SP260008555,2026-05-09 13:08:08,Shopee,Bình Dương,GHN,LAN-137,Set đồ mẫu 137,Set đồ,99000,1,99000,9000.0,Hoàn thành,17100.0,5400.0,8100.0,900.0,1350.0,47000.0,0.0
TT260008556,2026-05-09 13:11:54,TikTok Shop,TP.HCM,GHN,LAN-131,Set đồ mẫu 131,Set đồ,259000,1,259000,21000.0,Hoàn thành,45220.0,14280.0,21420.0,2380.0,3570.0,127400.0,0.0
TT260008557,2026-05-09 13:22:01,TikTok Shop,TP.HCM,J&T Express,LAN-034,Áo mẫu 034,Áo,279000,1,279000,70000.0,Hoàn thành,39710.0,12540.0,18810.0,2090.0,3135.0,145100.0,0.0
TT260008558,2026-05-09 13:31:04,TikTok Shop,Hà Nội,Best Express,LAN-087,Quần mẫu 087,Quần,249000,1,249000,0.0,Hoàn thành,47310.0,14940.0,22410.0,2490.0,3735.0,106800.0,0.0
TT260008559,2026-05-09 13:45:00,TikTok Shop,Hà Nội,J&T Express,LAN-117,Chân váy mẫu 117,Chân váy,259000,3,777000,0.0,Đã trả hàng,0.0,0.0,0.0,0.0,0.0,0.0,64500.0
TT260008560,2026-05-09 13:46:26,TikTok Shop,Nghệ An,J&T Express,LAN-127,Chân váy mẫu 127,Chân váy,279000,1,279000,70000.0,Hoàn thành,39710.0,12540.0,18810.0,2090.0,3135.0,145100.0,0.0
SP260008561,2026-05-09 13:56:28,Shopee,TP.HCM,SPX Express,LAN-038,Áo mẫu 038,Áo,229000,2,458000,0.0,Đã trả hàng,0.0,0.0,0.0,0.0,0.0,0.0,53080.0
SP260008562,2026-05-09 14:08:13,Shopee,TP.HCM,J&T Express,LAN-145,Phụ kiện mẫu 145,Phụ kiện,169000,1,169000,0.0,Hoàn thành,32110.0,10140.0,15210.0,1690.0,2535.0,86900.0,0.0
TT260008563,2026-05-09 14:17:00,TikTok Shop,TP.HCM,J&T Express,LAN-122,Chân váy mẫu 122,Chân váy,239000,3,717000,0.0,Hoàn thành,136230.0,43020.0,64530.0,7170.0,10755.0,306300.0,0.0
SP260008564,2026-05-09 14:24:07,Shopee,Cần Thơ,SPX Express,LAN-120,Chân váy mẫu 120,Chân váy,269000,1,269000,18000.0,Đã trả hàng,0.0,0.0,0.0,0.0,0.0,0.0,42590.0
SP260008565,2026-05-09 14:32:36,Shopee,Hải Phòng,SPX Express,LAN-146,Phụ kiện mẫu 146,Phụ kiện,209000,1,209000,0.0,Hoàn thành,39710.0,12540.0,18810.0,2090.0,3135.0,99900.0,0.0
SP260008566,2026-05-09 14:33:10,Shopee,Nghệ An,SPX Express,LAN-122,Chân váy mẫu 122,Chân váy,239000,1,239000,13000.0,Hoàn thành,42940.0,13560.0,20340.0,2260.0,3390.0,102100.0,0.0
SP260008567,2026-05-09 14:47:46,Shopee,Hà Nội,J&T Express,LAN-012,Áo mẫu 012,Áo,269000,2,538000,0.0,Hoàn thành,102220.0,32280.0,48420.0,5380.0,8070.0,268400.0,0.0
TT260008568,2026-05-09 14:48:24,TikTok Shop,Nghệ An,J&T Express,LAN-054,Váy/Đầm mẫu 054,Váy/Đầm,129000,1,129000,0.0,Đã trả hàng,0.0,0.0,0.0,0.0,0.0,0.0,35620.0
TT260008569,2026-05-09 14:49:58,TikTok Shop,Hà Nội,J&T Express,LAN-064,Váy/Đầm mẫu 064,Váy/Đầm,279000,1,279000,22000.0,Hoàn thành,48830.0,15420.0,23130.0,2570.0,3855.0,134500.0,0.0
SP260008570,2026-05-09 15:30:28,Shopee,Hà Nội,GHN,LAN-052,Váy/Đầm mẫu 052,Váy/Đầm,139000,1,139000,8000.0,Đã trả hàng,0.0,0.0,0.0,0.0,0.0,0.0,36800.0
TT260008571,2026-05-09 15:35:30,TikTok Shop,Hà Nội,J&T Express,LAN-102,Quần mẫu 102,Quần,109000,1,109000,11000.0,Hoàn thành,18620.0,5880.0,8820.0,980.0,1470.0,53500.0,0.0
SP260008572,2026-05-09 16:00:46,Shopee,Đà Nẵng,GHN,LAN-111,Chân váy mẫu 111,Chân váy,209000,1,209000,0.0,Hoàn thành,39710.0,12540.0,18810.0,2090.0,3135.0,96300.0,0.0
SP260008573,2026-05-09 16:19:25,Shopee,Khánh Hoà,GHN,LAN-121,Chân váy mẫu 121,Chân váy,289000,1,289000,0.0,Đã trả hàng,0.0,0.0,0.0,0.0,0.0,0.0,44100.0
SP260008574,2026-05-09 16:56:25,Shopee,Nghệ An,SPX Express,LAN-002,Áo mẫu 002,Áo,99000,1,99000,9000.0,Hoàn thành,17100.0,5400.0,8100.0,900.0,1350.0,51200.0,0.0
TT260008575,2026-05-09 16:57:15,TikTok Shop,TP.HCM,J&T Express,LAN-048,Váy/Đầm mẫu 048,Váy/Đầm,199000,2,398000,0.0,Hoàn thành,75620.0,23880.0,35820.0,3980.0,5970.0,176000.0,0.0
SP260008576,2026-05-09 17:22:53,Shopee,Hà Nội,GHN,LAN-146,Phụ kiện mẫu 146,Phụ kiện,209000,1,209000,0.0,Hoàn thành,39710.0,12540.0,18810.0,2090.0,3135.0,99900.0,0.0
TT260008577,2026-05-09 17:31:42,TikTok Shop,Hà Nội,J&T Express,LAN-078,Váy/Đầm mẫu 078,Váy/Đầm,299000,1,299000,0.0,Hoàn thành,56810.0,17940.0,26910.0,2990.0,4485.0,140500.0,0.0
TT260008578,2026-05-09 18:29:26,TikTok Shop,Hà Nội,J&T Express,LAN-066,Váy/Đầm mẫu 066,Váy/Đầm,209000,1,209000,0.0,Hoàn thành,39710.0,12540.0,18810.0,2090.0,3135.0,93600.0,0.0
SP260008579,2026-05-09 18:30:43,Shopee,Hà Nội,SPX Express,LAN-087,Quần mẫu 087,Quần,249000,1,249000,0.0,Hoàn thành,47310.0,14940.0,22410.0,2490.0,3735.0,106800.0,0.0
SP260008580,2026-05-09 18:52:15,Shopee,TP.HCM,J&T Express,LAN-015,Áo mẫu 015,Áo,139000,2,278000,16000.0,Hoàn thành,49780.0,15720.0,23580.0,2620.0,3930.0,117400.0,0.0
SP260008581,2026-05-09 19:31:08,Shopee,Đồng Nai,J&T Express,LAN-066,Váy/Đầm mẫu 066,Váy/Đầm,209000,1,209000,0.0,Đã trả hàng,0.0,0.0,0.0,0.0,0.0,0.0,39360.0
TT260008582,2026-05-09 19:57:40,TikTok Shop,TP.HCM,J&T Express,LAN-012,Áo mẫu 012,Áo,269000,1,269000,0.0,Hoàn thành,51110.0,16140.0,24210.0,2690.0,4035.0,134200.0,0.0
SP260008583,2026-05-09 20:01:56,Shopee,Bình Dương,SPX Express,LAN-135,Set đồ mẫu 135,Set đồ,279000,1,279000,0.0,Hoàn thành,53010.0,16740.0,25110.0,2790.0,4185.0,125300.0,0.0
SP260008584,2026-05-09 20:09:34,Shopee,TP.HCM,J&T Express,LAN-058,Váy/Đầm mẫu 058,Váy/Đầm,99000,1,99000,9000.0,Hoàn thành,17100.0,5400.0,8100.0,900.0,1350.0,43900.0,0.0
SP260008585,2026-05-09 20:23:41,Shopee,Cần Thơ,J&T Express,LAN-007,Áo mẫu 007,Áo,239000,1,239000,19000.0,Đã trả hàng,0.0,0.0,0.0,0.0,0.0,0.0,42070.0
SP260008586,2026-05-09 20:49:01,Shopee,Đà Nẵng,SPX Express,LAN-069,Váy/Đầm mẫu 069,Váy/Đầm,159000,1,159000,0.0,Hoàn thành,30210.0,9540.0,14310.0,1590.0,2385.0,82000.0,0.0
TT260008587,2026-05-09 21:24:49,TikTok Shop,Nghệ An,J&T Express,LAN-075,Váy/Đầm mẫu 075,Váy/Đầm,229000,1,229000,0.0,Hoàn thành,43510.0,13740.0,20610.0,2290.0,3435.0,108300.0,0.0
TT260008588,2026-05-09 22:01:59,TikTok Shop,TP.HCM,J&T Express,LAN-135,Set đồ mẫu 135,Set đồ,279000,1,279000,0.0,Hoàn thành,53010.0,16740.0,25110.0,2790.0,4185.0,125300.0,0.0
SP260008589,2026-05-09 22:29:22,Shopee,TP.HCM,SPX Express,LAN-109,Quần mẫu 109,Quần,189000,2,378000,0.0,Hoàn thành,71820.0,22680.0,34020.0,3780.0,5670.0,169000.0,0.0
TT260008590,2026-05-09 22:37:40,TikTok Shop,Đà Nẵng,J&T Express,LAN-044,Áo mẫu 044,Áo,249000,2,498000,0.0,Hoàn thành,94620.0,29880.0,44820.0,4980.0,7470.0,246000.0,0.0
TT260008591,2026-05-09 22:37:44,TikTok Shop,Cần Thơ,J&T Express,LAN-122,Chân váy mẫu 122,Chân váy,239000,1,239000,17000.0,Đã trả hàng,0.0,0.0,0.0,0.0,0.0,0.0,40210.0
TT260008592,2026-05-09 22:55:09,TikTok Shop,Hà Nội,Best Express,LAN-027,Áo mẫu 027,Áo,199000,1,199000,16000.0,Hoàn thành,34770.0,10980.0,16470.0,1830.0,2745.0,89900.0,0.0
TT260008593,2026-05-09 22:56:19,TikTok Shop,Bình Dương,Best Express,LAN-009,Áo mẫu 009,Áo,199000,1,199000,19000.0,Hoàn thành,34200.0,10800.0,16200.0,1800.0,2700.0,89200.0,0.0
TT260008594,2026-05-09 22:57:05,TikTok Shop,Hà Nội,GHN,LAN-068,Váy/Đầm mẫu 068,Váy/Đầm,219000,2,438000,39000.0,Hoàn thành,75810.0,23940.0,35910.0,3990.0,5985.0,200600.0,0.0
TT260008595,2026-05-09 22:59:59,TikTok Shop,Hà Nội,J&T Express,LAN-025,Áo mẫu 025,Áo,119000,3,357000,0.0,Hoàn thành,67830.0,21420.0,32130.0,3570.0,5355.0,157800.0,0.0
SP260008596,2026-05-10 07:16:44,Shopee,TP.HCM,J&T Express,LAN-132,Set đồ mẫu 132,Set đồ,209000,2,418000,0.0,Hoàn thành,79420.0,25080.0,37620.0,4180.0,6270.0,186400.0,0.0
TT260008597,2026-05-10 07:17:51,TikTok Shop,Thanh Hoá,GHN,LAN-089,Quần mẫu 089,Quần,219000,1,219000,20000.0,Hoàn thành,37810.0,11940.0,17910.0,1990.0,2985.0,98800.0,0.0
SP260008598,2026-05-10 07:21:26,Shopee,Nghệ An,SPX Express,LAN-078,Váy/Đầm mẫu 078,Váy/Đầm,299000,1,299000,0.0,Đã trả hàng,0.0,0.0,0.0,0.0,0.0,0.0,44050.0
SP260008599,2026-05-10 07:23:29,Shopee,TP.HCM,J&T Express,LAN-068,Váy/Đầm mẫu 068,Váy/Đầm,219000,1,219000,0.0,Hoàn thành,41610.0,13140.0,19710.0,2190.0,3285.0,100300.0,0.0
TT260008600,2026-05-10 07:55:21,TikTok Shop,Hà Nội,GHN,LAN-037,Áo mẫu 037,Áo,209000,1,209000,18000.0,Hoàn thành,36290.0,11460.0,17190.0,1910.0,2865.0,97800.0,0.0
SP260008601,2026-05-10 08:11:48,Shopee,Thanh Hoá,J&T Express,LAN-019,Áo mẫu 019,Áo,289000,1,289000,0.0,Hoàn thành,54910.0,17340.0,26010.0,2890.0,4335.0,132700.0,0.0
SP260008602,2026-05-10 08:21:33,Shopee,TP.HCM,J&T Express,LAN-088,Quần mẫu 088,Quần,129000,1,129000,0.0,Hoàn thành,24510.0,7740.0,11610.0,1290.0,1935.0,60800.0,0.0
SP260008603,2026-05-10 08:36:39,Shopee,Nghệ An,GHN,LAN-058,Váy/Đầm mẫu 058,Váy/Đầm,99000,1,99000,0.0,Đã huỷ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TT260008604,2026-05-10 08:51:30,TikTok Shop,TP.HCM,Best Express,LAN-039,Áo mẫu 039,Áo,249000,1,249000,0.0,Hoàn thành,47310.0,14940.0,22410.0,2490.0,3735.0,129000.0,0.0
SP260008605,2026-05-10 09:12:11,Shopee,TP.HCM,J&T Express,LAN-089,Quần mẫu 089,Quần,219000,1,219000,16000.0,Hoàn thành,38570.0,12180.0,18270.0,2030.0,3045.0,98800.0,0.0
TT260008606,2026-05-10 09:13:27,TikTok Shop,TP.HCM,J&T Express,LAN-020,Áo mẫu 020,Áo,129000,1,129000,0.0,Hoàn thành,24510.0,7740.0,11610.0,1290.0,1935.0,62700.0,0.0
TT260008607,2026-05-10 09:24:33,TikTok Shop,Hải Phòng,J&T Express,LAN-095,Quần mẫu 095,Quần,149000,3,447000,0.0,Hoàn thành,84930.0,26820.0,40230.0,4470.0,6705.0,193200.0,0.0
TT260008608,2026-05-10 09:25:48,TikTok Shop,Hà Nội,Best Express,LAN-005,Áo mẫu 005,Áo,229000,2,458000,26000.0,Hoàn thành,82080.0,25920.0,38880.0,4320.0,6480.0,209800.0,0.0
SP260008609,2026-05-10 09:40:30,Shopee,Đồng Nai,J&T Express,LAN-143,Phụ kiện mẫu 143,Phụ kiện,189000,2,378000,0.0,Hoàn thành,71820.0,22680.0,34020.0,3780.0,5670.0,187800.0,0.0
SP260008610,2026-05-10 09:52:46,Shopee,Nghệ An,SPX Express,LAN-082,Quần mẫu 082,Quần,299000,1,299000,24000.0,Hoàn thành,52250.0,16500.0,24750.0,2750.0,4125.0,140200.0,0.0
SP260008611,2026-05-10 11:20:47,Shopee,Hải Phòng,SPX Express,LAN-007,Áo mẫu 007,Áo,239000,1,239000,0.0,Hoàn thành,45410.0,14340.0,21510.0,2390.0,3585.0,120700.0,0.0
SP260008612,2026-05-10 11:37:36,Shopee,Nghệ An,SPX Express,LAN-072,Váy/Đầm mẫu 072,Váy/Đầm,209000,1,209000,13000.0,Hoàn thành,37240.0,11760.0,17640.0,1960.0,2940.0,103700.0,0.0
TT260008613,2026-05-10 11:46:24,TikTok Shop,TP.HCM,GHN,LAN-044,Áo mẫu 044,Áo,249000,1,249000,17000.0,Đã huỷ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SP260008614,2026-05-10 12:06:26,Shopee,Đồng Nai,SPX Express,LAN-087,Quần mẫu 087,Quần,249000,1,249000,0.0,Hoàn thành,47310.0,14940.0,22410.0,2490.0,3735.0,106800.0,0.0
SP260008615,2026-05-10 12:24:34,Shopee,Hà Nội,SPX Express,LAN-007,Áo mẫu 007,Áo,239000,1,239000,0.0,Hoàn thành,45410.0,14340.0,21510.0,2390.0,3585.0,120700.0,0.0
SP260008616,2026-05-10 12:24:41,Shopee,Hải Phòng,J&T Express,LAN-080,Váy/Đầm mẫu 080,Váy/Đầm,279000,1,279000,23000.0,Hoàn thành,48640.0,15360.0,23040.0,2560.0,3840.0,124700.0,0.0
SP260008617,2026-05-10 12:56:07,Shopee,Bình Dương,J&T Express,LAN-047,Váy/Đầm mẫu 047,Váy/Đầm,169000,2,338000,0.0,Hoàn thành,64220.0,20280.0,30420.0,3380.0,5070.0,147000.0,0.0
SP260008618,2026-05-10 13:04:50,Shopee,Hà Nội,SPX Express,LAN-068,Váy/Đầm mẫu 068,Váy/Đầm,219000,1,219000,0.0,Đã trả hàng,0.0,0.0,0.0,0.0,0.0,0.0,40030.0
TT260008619,2026-05-10 13:04:50,TikTok Shop,TP.HCM,Best Express,LAN-028,Áo mẫu 028,Áo,169000,1,169000,0.0,Hoàn thành,32110.0,10140.0,15210.0,1690.0,2535.0,84300.0,0.0
SP260008620,2026-05-10 13:08:11,Shopee,TP.HCM,GHN,LAN-028,Áo mẫu 028,Áo,169000,1,169000,12000.0,Đã huỷ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TT260008621,2026-05-10 13:13:32,TikTok Shop,Hải Phòng,J&T Express,LAN-143,Phụ kiện mẫu 143,Phụ kiện,189000,2,378000,32000.0,Hoàn thành,65740.0,20760.0,31140.0,3460.0,5190.0,187800.0,0.0
SP260008622,2026-05-10 13:14:06,Shopee,Hải Phòng,J&T Express,LAN-149,Phụ kiện mẫu 149,Phụ kiện,169000,1,169000,8000.0,Hoàn thành,30590.0,9660.0,14490.0,1610.0,2415.0,76600.0,0.0
TT260008623,2026-05-10 13:16:33,TikTok Shop,Đà Nẵng,GHN,LAN-025,Áo mẫu 025,Áo,119000,1,119000,7000.0,Đã trả hàng,0.0,0.0,0.0,0.0,0.0,0.0,35260.0
SP260008624,2026-05-10 13:56:40,Shopee,Đồng Nai,J&T Express,LAN-062,Váy/Đầm mẫu 062,Váy/Đầm,269000,1,269000,14000.0,Hoàn thành,48450.0,15300.0,22950.0,2550.0,3825.0,130500.0,0.0
SP260008625,2026-05-10 14:27:57,Shopee,Hà Nội,GHN,LAN-127,Chân váy mẫu 127,Chân váy,279000,1,279000,70000.0,Đã trả hàng,0.0,0.0,0.0,0.0,0.0,0.0,44510.0
SP260008626,2026-05-10 14:41:00,Shopee,Thanh Hoá,SPX Express,LAN-041,Áo mẫu 041,Áo,219000,1,219000,0.0,Đã trả hàng,0.0,0.0,0.0,0.0,0.0,0.0,40400.0
SP260008627,2026-05-10 14:45:04,Shopee,Khánh Hoà,GHN,LAN-035,Áo mẫu 035,Áo,259000,2,518000,0.0,Hoàn thành,98420.0,31080.0,46620.0,5180.0,7770.0,251200.0,0.0
SP260008628,2026-05-10 14:50:21,Shopee,Đà Nẵng,J&T Express,LAN-134,Set đồ mẫu 134,Set đồ,129000,2,258000,26000.0,Hoàn thành,44080.0,13920.0,20880.0,2320.0,3480.0,115400.0,0.0
TT260008629,2026-05-10 15:05:05,TikTok Shop,Thanh Hoá,J&T Express,LAN-060,Váy/Đầm mẫu 060,Váy/Đầm,259000,1,259000,22000.0,Hoàn thành,45030.0,14220.0,21330.0,2370.0,3555.0,112700.0,0.0
SP260008630,2026-05-10 15:07:49,Shopee,Hà Nội,SPX Express,LAN-087,Quần mẫu 087,Quần,249000,2,498000,35000.0,Hoàn thành,87970.0,27780.0,41670.0,4630.0,6945.0,213600.0,0.0
SP260008631,2026-05-10 15:36:32,Shopee,Nghệ An,GHN,LAN-111,Chân váy mẫu 111,Chân váy,209000,1,209000,20000.0,Hoàn thành,35910.0,11340.0,17010.0,1890.0,2835.0,96300.0,0.0
SP260008632,2026-05-10 15:57:57,Shopee,Bình Dương,SPX Express,LAN-032,Áo mẫu 032,Áo,199000,1,199000,0.0,Đã trả hàng,0.0,0.0,0.0,0.0,0.0,0.0,39770.0
TT260008633,2026-05-10 16:05:24,TikTok Shop,Khánh Hoà,J&T Express,LAN-044,Áo mẫu 044,Áo,249000,2,498000,0.0,Hoàn thành,94620.0,29880.0,44820.0,4980.0,7470.0,246000.0,0.0
TT260008634,2026-05-10 16:06:15,TikTok Shop,TP.HCM,J&T Express,LAN-122,Chân váy mẫu 122,Chân váy,239000,1,239000,21000.0,Hoàn thành,41420.0,13080.0,19620.0,2180.0,3270.0,102100.0,0.0
