Mã đơn hàng,Ngày đặt hàng,Trạng Thái Đơn Hàng,SKU phân loại hàng,Tên sản phẩm,Số lượng,Giá gốc,Tổng giá bán (sản phẩm),Mã giảm giá của Shop,Phí cố định,Phí thanh toán,Phí Voucher Xtra & Freeship Xtra,Phí Dịch Vụ,Thuế khấu trừ,Phí vận chuyển trả hàng,Tỉnh/Thành phố,Đơn Vị Vận Chuyển
SP260008704,2026-05-11 15:27:10,Hoàn thành,LAN-042,Áo mẫu 042,1,219000,219000,0.0,41610.0,13140.0,19710.0,2190.0,3285.0,0,Đồng Nai,J&T Express
SP260008705,2026-05-11 15:27:13,Hoàn thành,LAN-010,Áo mẫu 010,1,229000,229000,20000.0,39710.0,12540.0,18810.0,2090.0,3135.0,0,Hà Nội,GHN
SP260008708,2026-05-11 15:37:12,Đã trả hàng,LAN-036,Áo mẫu 036,1,279000,279000,70000.0,0.0,0.0,0.0,0.0,0.0,30000,Bình Dương,SPX Express
SP260008710,2026-05-11 16:16:08,Hoàn thành,LAN-003,Áo mẫu 003,1,99000,99000,7000.0,17480.0,5520.0,8280.0,920.0,1380.0,0,Bình Dương,SPX Express
SP260008712,2026-05-11 17:19:24,Hoàn thành,LAN-089,Quần mẫu 089,1,219000,219000,12000.0,39330.0,12420.0,18630.0,2070.0,3105.0,0,Khánh Hoà,SPX Express
SP260008713,2026-05-11 18:34:11,Hoàn thành,LAN-026,Áo mẫu 026,1,229000,229000,14000.0,40850.0,12900.0,19350.0,2150.0,3225.0,0,Nghệ An,GHN
SP260008714,2026-05-11 18:35:05,Đã trả hàng,LAN-024,Áo mẫu 024,1,209000,209000,18000.0,0.0,0.0,0.0,0.0,0.0,30000,TP.HCM,GHN
SP260008716,2026-05-11 18:49:55,Hoàn thành,LAN-017,Áo mẫu 017,1,209000,209000,21000.0,35720.0,11280.0,16920.0,1880.0,2820.0,0,TP.HCM,GHN
SP260008719,2026-05-11 19:24:40,Hoàn thành,LAN-097,Quần mẫu 097,2,259000,518000,48000.0,89300.0,28200.0,42300.0,4700.0,7050.0,0,Bình Dương,GHN
SP260008720,2026-05-11 19:31:47,Hoàn thành,LAN-011,Áo mẫu 011,1,259000,259000,0.0,49210.0,15540.0,23310.0,2590.0,3885.0,0,Đà Nẵng,J&T Express
SP260008721,2026-05-11 20:37:31,Hoàn thành,LAN-078,Váy/Đầm mẫu 078,2,299000,598000,0.0,113620.0,35880.0,53820.0,5980.0,8970.0,0,Đồng Nai,SPX Express
SP260008727,2026-05-11 21:17:43,Hoàn thành,LAN-025,Áo mẫu 025,1,119000,119000,0.0,22610.0,7140.0,10710.0,1190.0,1785.0,0,Khánh Hoà,SPX Express
SP260008729,2026-05-11 21:35:09,Hoàn thành,LAN-036,Áo mẫu 036,1,279000,279000,70000.0,39710.0,12540.0,18810.0,2090.0,3135.0,0,TP.HCM,SPX Express
SP260008730,2026-05-11 21:36:49,Hoàn thành,LAN-042,Áo mẫu 042,2,219000,438000,0.0,83220.0,26280.0,39420.0,4380.0,6570.0,0,Bình Dương,J&T Express
SP260008732,2026-05-11 22:03:30,Hoàn thành,LAN-148,Phụ kiện mẫu 148,1,129000,129000,0.0,24510.0,7740.0,11610.0,1290.0,1935.0,0,Khánh Hoà,J&T Express
SP260008735,2026-05-11 22:32:42,Hoàn thành,LAN-037,Áo mẫu 037,1,209000,209000,13000.0,37240.0,11760.0,17640.0,1960.0,2940.0,0,Đà Nẵng,GHN
SP260008739,2026-05-11 22:54:59,Hoàn thành,LAN-122,Chân váy mẫu 122,2,239000,478000,43000.0,82650.0,26100.0,39150.0,4350.0,6525.0,0,Bình Dương,SPX Express
SP260008741,2026-05-12 07:26:56,Hoàn thành,LAN-011,Áo mẫu 011,1,259000,259000,0.0,49210.0,15540.0,23310.0,2590.0,3885.0,0,Khánh Hoà,J&T Express
SP260008743,2026-05-12 07:51:29,Đã trả hàng,LAN-089,Quần mẫu 089,2,219000,438000,26000.0,0.0,0.0,0.0,0.0,0.0,30000,Bình Dương,J&T Express
SP260008745,2026-05-12 08:55:17,Đã trả hàng,LAN-122,Chân váy mẫu 122,2,239000,478000,0.0,0.0,0.0,0.0,0.0,0.0,30000,Đồng Nai,GHN
SP260008748,2026-05-12 10:11:30,Hoàn thành,LAN-111,Chân váy mẫu 111,1,209000,209000,0.0,39710.0,12540.0,18810.0,2090.0,3135.0,0,Bình Dương,GHN
SP260008750,2026-05-12 10:31:13,Đã huỷ,LAN-130,Chân váy mẫu 130,1,99000,99000,6000.0,0.0,0.0,0.0,0.0,0.0,0,TP.HCM,SPX Express
SP260008753,2026-05-12 10:48:58,Hoàn thành,LAN-111,Chân váy mẫu 111,1,209000,209000,0.0,39710.0,12540.0,18810.0,2090.0,3135.0,0,Hải Phòng,SPX Express
SP260008755,2026-05-12 11:05:17,Đã trả hàng,LAN-086,Quần mẫu 086,1,249000,249000,22000.0,0.0,0.0,0.0,0.0,0.0,30000,Hà Nội,SPX Express
SP260008756,2026-05-12 11:17:07,Hoàn thành,LAN-127,Chân váy mẫu 127,1,279000,279000,70000.0,39710.0,12540.0,18810.0,2090.0,3135.0,0,Đồng Nai,SPX Express
SP260008757,2026-05-12 11:45:33,Hoàn thành,LAN-122,Chân váy mẫu 122,2,239000,478000,40000.0,83220.0,26280.0,39420.0,4380.0,6570.0,0,TP.HCM,GHN
SP260008758,2026-05-12 11:50:23,Hoàn thành,LAN-150,Phụ kiện mẫu 150,2,259000,518000,29000.0,92910.0,29340.0,44010.0,4890.0,7335.0,0,TP.HCM,SPX Express
SP260008759,2026-05-12 12:08:33,Hoàn thành,LAN-136,Set đồ mẫu 136,2,209000,418000,40000.0,71820.0,22680.0,34020.0,3780.0,5670.0,0,TP.HCM,J&T Express
SP260008761,2026-05-12 12:18:52,Hoàn thành,LAN-142,Set đồ mẫu 142,1,109000,109000,0.0,20710.0,6540.0,9810.0,1090.0,1635.0,0,Hà Nội,J&T Express
SP260008762,2026-05-12 12:35:24,Hoàn thành,LAN-058,Váy/Đầm mẫu 058,1,99000,99000,0.0,18810.0,5940.0,8910.0,990.0,1485.0,0,Khánh Hoà,J&T Express
SP260008763,2026-05-12 12:55:58,Hoàn thành,LAN-104,Quần mẫu 104,1,229000,229000,0.0,43510.0,13740.0,20610.0,2290.0,3435.0,0,Bình Dương,SPX Express
SP260008764,2026-05-12 13:13:26,Hoàn thành,LAN-057,Váy/Đầm mẫu 057,1,239000,239000,17000.0,42180.0,13320.0,19980.0,2220.0,3330.0,0,Nghệ An,SPX Express
SP260008765,2026-05-12 14:03:01,Hoàn thành,LAN-034,Áo mẫu 034,1,279000,279000,70000.0,39710.0,12540.0,18810.0,2090.0,3135.0,0,Hà Nội,GHN
SP260008766,2026-05-12 14:03:57,Hoàn thành,LAN-087,Quần mẫu 087,2,249000,498000,38000.0,87400.0,27600.0,41400.0,4600.0,6900.0,0,Đà Nẵng,GHN
SP260008767,2026-05-12 14:24:14,Hoàn thành,LAN-116,Chân váy mẫu 116,2,259000,518000,43000.0,90250.0,28500.0,42750.0,4750.0,7125.0,0,TP.HCM,GHN
SP260008768,2026-05-12 14:27:54,Hoàn thành,LAN-145,Phụ kiện mẫu 145,1,169000,169000,15000.0,29260.0,9240.0,13860.0,1540.0,2310.0,0,TP.HCM,SPX Express
SP260008769,2026-05-12 14:28:52,Đã trả hàng,LAN-090,Quần mẫu 090,1,249000,249000,0.0,0.0,0.0,0.0,0.0,0.0,30000,TP.HCM,J&T Express
SP260008771,2026-05-12 15:04:22,Hoàn thành,LAN-090,Quần mẫu 090,1,249000,249000,0.0,47310.0,14940.0,22410.0,2490.0,3735.0,0,Hải Phòng,SPX Express
SP260008773,2026-05-12 15:24:30,Hoàn thành,LAN-025,Áo mẫu 025,1,119000,119000,9000.0,20900.0,6600.0,9900.0,1100.0,1650.0,0,Hà Nội,J&T Express
SP260008774,2026-05-12 16:06:36,Đã trả hàng,LAN-072,Váy/Đầm mẫu 072,1,209000,209000,0.0,0.0,0.0,0.0,0.0,0.0,30000,Hải Phòng,GHN
SP260008775,2026-05-12 16:35:07,Hoàn thành,LAN-025,Áo mẫu 025,1,119000,119000,11000.0,20520.0,6480.0,9720.0,1080.0,1620.0,0,Bình Dương,SPX Express
SP260008777,2026-05-12 17:22:26,Hoàn thành,LAN-079,Váy/Đầm mẫu 079,1,119000,119000,8000.0,21090.0,6660.0,9990.0,1110.0,1665.0,0,TP.HCM,J&T Express
SP260008779,2026-05-12 17:37:42,Hoàn thành,LAN-088,Quần mẫu 088,1,129000,129000,0.0,24510.0,7740.0,11610.0,1290.0,1935.0,0,Thanh Hoá,SPX Express
SP260008781,2026-05-12 18:05:59,Hoàn thành,LAN-011,Áo mẫu 011,1,259000,259000,15000.0,46360.0,14640.0,21960.0,2440.0,3660.0,0,Hà Nội,J&T Express
SP260008782,2026-05-12 18:08:42,Đã trả hàng,LAN-127,Chân váy mẫu 127,2,279000,558000,140000.0,0.0,0.0,0.0,0.0,0.0,30000,Hà Nội,J&T Express
SP260008786,2026-05-12 18:47:52,Hoàn thành,LAN-087,Quần mẫu 087,1,249000,249000,0.0,47310.0,14940.0,22410.0,2490.0,3735.0,0,TP.HCM,SPX Express
SP260008787,2026-05-12 18:50:13,Hoàn thành,LAN-011,Áo mẫu 011,1,259000,259000,0.0,49210.0,15540.0,23310.0,2590.0,3885.0,0,Thanh Hoá,SPX Express
SP260008788,2026-05-12 18:54:53,Hoàn thành,LAN-086,Quần mẫu 086,1,249000,249000,0.0,47310.0,14940.0,22410.0,2490.0,3735.0,0,TP.HCM,GHN
SP260008790,2026-05-12 19:49:16,Hoàn thành,LAN-040,Áo mẫu 040,2,249000,498000,43000.0,86450.0,27300.0,40950.0,4550.0,6825.0,0,Nghệ An,GHN
SP260008791,2026-05-12 20:06:50,Hoàn thành,LAN-089,Quần mẫu 089,1,219000,219000,0.0,41610.0,13140.0,19710.0,2190.0,3285.0,0,Nghệ An,GHN
SP260008792,2026-05-12 20:21:13,Hoàn thành,LAN-121,Chân váy mẫu 121,1,289000,289000,0.0,54910.0,17340.0,26010.0,2890.0,4335.0,0,TP.HCM,SPX Express
SP260008793,2026-05-12 20:26:48,Hoàn thành,LAN-062,Váy/Đầm mẫu 062,1,269000,269000,0.0,51110.0,16140.0,24210.0,2690.0,4035.0,0,TP.HCM,SPX Express
SP260008794,2026-05-12 20:39:58,Hoàn thành,LAN-006,Áo mẫu 006,1,269000,269000,0.0,51110.0,16140.0,24210.0,2690.0,4035.0,0,TP.HCM,J&T Express
SP260008795,2026-05-12 20:54:30,Đã trả hàng,LAN-127,Chân váy mẫu 127,1,279000,279000,70000.0,0.0,0.0,0.0,0.0,0.0,30000,TP.HCM,J&T Express
SP260008796,2026-05-12 20:59:14,Đã trả hàng,LAN-034,Áo mẫu 034,1,279000,279000,70000.0,0.0,0.0,0.0,0.0,0.0,30000,Bình Dương,SPX Express
SP260008798,2026-05-12 21:39:16,Đã trả hàng,LAN-112,Chân váy mẫu 112,2,169000,338000,0.0,0.0,0.0,0.0,0.0,0.0,30000,Khánh Hoà,SPX Express
SP260008799,2026-05-12 22:51:03,Hoàn thành,LAN-034,Áo mẫu 034,1,279000,279000,70000.0,39710.0,12540.0,18810.0,2090.0,3135.0,0,Nghệ An,SPX Express
SP260008801,2026-05-13 07:21:41,Hoàn thành,LAN-122,Chân váy mẫu 122,1,239000,239000,13000.0,42940.0,13560.0,20340.0,2260.0,3390.0,0,Đồng Nai,SPX Express
SP260008802,2026-05-13 07:56:14,Đã trả hàng,LAN-029,Áo mẫu 029,1,159000,159000,0.0,0.0,0.0,0.0,0.0,0.0,30000,TP.HCM,SPX Express
SP260008804,2026-05-13 08:07:05,Đã trả hàng,LAN-056,Váy/Đầm mẫu 056,1,99000,99000,10000.0,0.0,0.0,0.0,0.0,0.0,30000,Hà Nội,SPX Express
SP260008805,2026-05-13 08:19:31,Hoàn thành,LAN-045,Áo mẫu 045,1,159000,159000,11000.0,28120.0,8880.0,13320.0,1480.0,2220.0,0,Hà Nội,SPX Express
SP260008807,2026-05-13 08:56:20,Hoàn thành,LAN-138,Set đồ mẫu 138,1,249000,249000,13000.0,44840.0,14160.0,21240.0,2360.0,3540.0,0,Cần Thơ,J&T Express
SP260008808,2026-05-13 09:16:29,Hoàn thành,LAN-089,Quần mẫu 089,2,219000,438000,36000.0,76380.0,24120.0,36180.0,4020.0,6030.0,0,Bình Dương,SPX Express
SP260008809,2026-05-13 09:24:03,Hoàn thành,LAN-120,Chân váy mẫu 120,1,269000,269000,14000.0,48450.0,15300.0,22950.0,2550.0,3825.0,0,TP.HCM,SPX Express
SP260008810,2026-05-13 09:29:22,Hoàn thành,LAN-082,Quần mẫu 082,1,299000,299000,18000.0,53390.0,16860.0,25290.0,2810.0,4215.0,0,TP.HCM,J&T Express
SP260008811,2026-05-13 09:32:49,Hoàn thành,LAN-018,Áo mẫu 018,1,219000,219000,15000.0,38760.0,12240.0,18360.0,2040.0,3060.0,0,TP.HCM,SPX Express
SP260008812,2026-05-13 09:35:59,Hoàn thành,LAN-004,Áo mẫu 004,1,179000,179000,11000.0,31920.0,10080.0,15120.0,1680.0,2520.0,0,TP.HCM,J&T Express
SP260008813,2026-05-13 09:37:59,Hoàn thành,LAN-056,Váy/Đầm mẫu 056,1,99000,99000,0.0,18810.0,5940.0,8910.0,990.0,1485.0,0,TP.HCM,J&T Express
SP260008814,2026-05-13 09:39:19,Hoàn thành,LAN-061,Váy/Đầm mẫu 061,3,99000,297000,0.0,56430.0,17820.0,26730.0,2970.0,4455.0,0,Hà Nội,J&T Express
SP260008817,2026-05-13 10:43:51,Hoàn thành,LAN-127,Chân váy mẫu 127,1,279000,279000,70000.0,39710.0,12540.0,18810.0,2090.0,3135.0,0,Hà Nội,GHN
SP260008818,2026-05-13 10:45:57,Hoàn thành,LAN-097,Quần mẫu 097,2,259000,518000,0.0,98420.0,31080.0,46620.0,5180.0,7770.0,0,Nghệ An,J&T Express
SP260008821,2026-05-13 11:20:59,Hoàn thành,LAN-104,Quần mẫu 104,1,229000,229000,0.0,43510.0,13740.0,20610.0,2290.0,3435.0,0,Hải Phòng,SPX Express
SP260008822,2026-05-13 11:51:39,Hoàn thành,LAN-140,Set đồ mẫu 140,3,159000,477000,34000.0,84170.0,26580.0,39870.0,4430.0,6645.0,0,Bình Dương,J&T Express
SP260008824,2026-05-13 11:59:54,Hoàn thành,LAN-146,Phụ kiện mẫu 146,2,209000,418000,35000.0,72770.0,22980.0,34470.0,3830.0,5745.0,0,Hải Phòng,SPX Express
SP260008826,2026-05-13 12:51:37,Hoàn thành,LAN-098,Quần mẫu 098,1,99000,99000,0.0,18810.0,5940.0,8910.0,990.0,1485.0,0,Cần Thơ,SPX Express
SP260008827,2026-05-13 12:52:04,Hoàn thành,LAN-087,Quần mẫu 087,1,249000,249000,0.0,47310.0,14940.0,22410.0,2490.0,3735.0,0,Hải Phòng,SPX Express
SP260008831,2026-05-13 13:48:28,Hoàn thành,LAN-057,Váy/Đầm mẫu 057,1,239000,239000,14000.0,42750.0,13500.0,20250.0,2250.0,3375.0,0,Hà Nội,SPX Express
SP260008832,2026-05-13 13:59:04,Hoàn thành,LAN-073,Váy/Đầm mẫu 073,1,129000,129000,0.0,24510.0,7740.0,11610.0,1290.0,1935.0,0,Bình Dương,J&T Express
SP260008833,2026-05-13 14:06:35,Đã trả hàng,LAN-036,Áo mẫu 036,1,279000,279000,70000.0,0.0,0.0,0.0,0.0,0.0,30000,Đồng Nai,J&T Express
SP260008836,2026-05-13 14:36:21,Hoàn thành,LAN-006,Áo mẫu 006,1,269000,269000,0.0,51110.0,16140.0,24210.0,2690.0,4035.0,0,TP.HCM,J&T Express
SP260008839,2026-05-13 15:12:46,Hoàn thành,LAN-050,Váy/Đầm mẫu 050,1,289000,289000,17000.0,51680.0,16320.0,24480.0,2720.0,4080.0,0,Đồng Nai,J&T Express
SP260008840,2026-05-13 15:24:35,Hoàn thành,LAN-121,Chân váy mẫu 121,1,289000,289000,18000.0,51490.0,16260.0,24390.0,2710.0,4065.0,0,Hà Nội,SPX Express
SP260008841,2026-05-13 15:55:31,Hoàn thành,LAN-095,Quần mẫu 095,1,149000,149000,9000.0,26600.0,8400.0,12600.0,1400.0,2100.0,0,Hà Nội,J&T Express
SP260008845,2026-05-13 17:01:29,Hoàn thành,LAN-004,Áo mẫu 004,1,179000,179000,15000.0,31160.0,9840.0,14760.0,1640.0,2460.0,0,Nghệ An,SPX Express
SP260008848,2026-05-13 18:12:55,Hoàn thành,LAN-011,Áo mẫu 011,1,259000,259000,15000.0,46360.0,14640.0,21960.0,2440.0,3660.0,0,TP.HCM,SPX Express
SP260008850,2026-05-13 18:32:26,Hoàn thành,LAN-036,Áo mẫu 036,1,279000,279000,70000.0,39710.0,12540.0,18810.0,2090.0,3135.0,0,Nghệ An,SPX Express
SP260008853,2026-05-13 19:12:16,Hoàn thành,LAN-055,Váy/Đầm mẫu 055,1,279000,279000,15000.0,50160.0,15840.0,23760.0,2640.0,3960.0,0,TP.HCM,SPX Express
SP260008855,2026-05-13 20:22:16,Đã trả hàng,LAN-087,Quần mẫu 087,3,249000,747000,0.0,0.0,0.0,0.0,0.0,0.0,30000,Hà Nội,J&T Express
SP260008857,2026-05-13 20:37:05,Hoàn thành,LAN-002,Áo mẫu 002,2,99000,198000,0.0,37620.0,11880.0,17820.0,1980.0,2970.0,0,Nghệ An,SPX Express
SP260008859,2026-05-13 21:06:43,Hoàn thành,LAN-080,Váy/Đầm mẫu 080,1,279000,279000,25000.0,48260.0,15240.0,22860.0,2540.0,3810.0,0,Khánh Hoà,J&T Express
SP260008861,2026-05-13 21:17:35,Hoàn thành,LAN-070,Váy/Đầm mẫu 070,2,169000,338000,20000.0,60420.0,19080.0,28620.0,3180.0,4770.0,0,Nghệ An,J&T Express
SP260008862,2026-05-13 21:37:01,Hoàn thành,LAN-125,Chân váy mẫu 125,1,209000,209000,12000.0,37430.0,11820.0,17730.0,1970.0,2955.0,0,TP.HCM,SPX Express
SP260008866,2026-05-14 07:36:34,Hoàn thành,LAN-076,Váy/Đầm mẫu 076,1,169000,169000,12000.0,29830.0,9420.0,14130.0,1570.0,2355.0,0,Cần Thơ,J&T Express
SP260008867,2026-05-14 07:45:18,Đã huỷ,LAN-011,Áo mẫu 011,1,259000,259000,14000.0,0.0,0.0,0.0,0.0,0.0,0,TP.HCM,J&T Express
SP260008868,2026-05-14 07:49:41,Hoàn thành,LAN-084,Quần mẫu 084,1,199000,199000,15000.0,34960.0,11040.0,16560.0,1840.0,2760.0,0,Cần Thơ,J&T Express
SP260008871,2026-05-14 08:19:19,Hoàn thành,LAN-143,Phụ kiện mẫu 143,1,189000,189000,0.0,35910.0,11340.0,17010.0,1890.0,2835.0,0,TP.HCM,SPX Express
SP260008873,2026-05-14 08:24:45,Hoàn thành,LAN-049,Váy/Đầm mẫu 049,1,269000,269000,0.0,51110.0,16140.0,24210.0,2690.0,4035.0,0,Bình Dương,J&T Express
SP260008874,2026-05-14 09:02:36,Hoàn thành,LAN-022,Áo mẫu 022,1,129000,129000,0.0,24510.0,7740.0,11610.0,1290.0,1935.0,0,Hà Nội,J&T Express
SP260008877,2026-05-14 10:34:14,Đã trả hàng,LAN-145,Phụ kiện mẫu 145,1,169000,169000,0.0,0.0,0.0,0.0,0.0,0.0,30000,Khánh Hoà,J&T Express
SP260008880,2026-05-14 12:31:48,Hoàn thành,LAN-133,Set đồ mẫu 133,1,129000,129000,0.0,24510.0,7740.0,11610.0,1290.0,1935.0,0,Thanh Hoá,SPX Express
SP260008881,2026-05-14 12:53:12,Hoàn thành,LAN-097,Quần mẫu 097,1,259000,259000,24000.0,44650.0,14100.0,21150.0,2350.0,3525.0,0,Nghệ An,SPX Express
SP260008883,2026-05-14 13:12:39,Hoàn thành,LAN-122,Chân váy mẫu 122,2,239000,478000,30000.0,85120.0,26880.0,40320.0,4480.0,6720.0,0,Cần Thơ,GHN
SP260008886,2026-05-14 13:52:57,Đã huỷ,LAN-062,Váy/Đầm mẫu 062,1,269000,269000,25000.0,0.0,0.0,0.0,0.0,0.0,0,TP.HCM,J&T Express
SP260008891,2026-05-14 14:43:11,Hoàn thành,LAN-023,Áo mẫu 023,2,209000,418000,26000.0,74480.0,23520.0,35280.0,3920.0,5880.0,0,Hà Nội,J&T Express
SP260008893,2026-05-14 15:40:29,Hoàn thành,LAN-149,Phụ kiện mẫu 149,1,169000,169000,16000.0,29070.0,9180.0,13770.0,1530.0,2295.0,0,Hà Nội,GHN
SP260008895,2026-05-14 16:04:46,Hoàn thành,LAN-086,Quần mẫu 086,1,249000,249000,0.0,47310.0,14940.0,22410.0,2490.0,3735.0,0,Khánh Hoà,GHN
SP260008897,2026-05-14 16:17:30,Đã huỷ,LAN-034,Áo mẫu 034,1,279000,279000,70000.0,0.0,0.0,0.0,0.0,0.0,0,Hà Nội,J&T Express
SP260008898,2026-05-14 16:37:42,Hoàn thành,LAN-038,Áo mẫu 038,1,229000,229000,0.0,43510.0,13740.0,20610.0,2290.0,3435.0,0,Cần Thơ,J&T Express
SP260008899,2026-05-14 17:38:07,Hoàn thành,LAN-017,Áo mẫu 017,1,209000,209000,0.0,39710.0,12540.0,18810.0,2090.0,3135.0,0,TP.HCM,GHN
SP260008901,2026-05-14 18:16:00,Hoàn thành,LAN-037,Áo mẫu 037,1,209000,209000,0.0,39710.0,12540.0,18810.0,2090.0,3135.0,0,TP.HCM,GHN
SP260008903,2026-05-14 19:49:09,Hoàn thành,LAN-011,Áo mẫu 011,1,259000,259000,20000.0,45410.0,14340.0,21510.0,2390.0,3585.0,0,Đà Nẵng,J&T Express
SP260008904,2026-05-14 19:58:53,Hoàn thành,LAN-039,Áo mẫu 039,1,249000,249000,15000.0,44460.0,14040.0,21060.0,2340.0,3510.0,0,TP.HCM,SPX Express
SP260008905,2026-05-14 20:19:39,Đã trả hàng,LAN-089,Quần mẫu 089,1,219000,219000,0.0,0.0,0.0,0.0,0.0,0.0,30000,Hà Nội,SPX Express
SP260008906,2026-05-14 20:19:59,Hoàn thành,LAN-127,Chân váy mẫu 127,1,279000,279000,70000.0,39710.0,12540.0,18810.0,2090.0,3135.0,0,Hà Nội,GHN
SP260008908,2026-05-14 21:31:23,Hoàn thành,LAN-044,Áo mẫu 044,1,249000,249000,16000.0,44270.0,13980.0,20970.0,2330.0,3495.0,0,Nghệ An,J&T Express
SP260008910,2026-05-14 22:03:23,Hoàn thành,LAN-044,Áo mẫu 044,1,249000,249000,0.0,47310.0,14940.0,22410.0,2490.0,3735.0,0,Hà Nội,J&T Express
SP260008911,2026-05-14 22:05:04,Hoàn thành,LAN-135,Set đồ mẫu 135,1,279000,279000,0.0,53010.0,16740.0,25110.0,2790.0,4185.0,0,Hà Nội,GHN
SP260008913,2026-05-14 22:36:14,Hoàn thành,LAN-063,Váy/Đầm mẫu 063,1,259000,259000,0.0,49210.0,15540.0,23310.0,2590.0,3885.0,0,Khánh Hoà,SPX Express
SP260008914,2026-05-14 22:45:27,Hoàn thành,LAN-021,Áo mẫu 021,2,289000,578000,34000.0,103360.0,32640.0,48960.0,5440.0,8160.0,0,Khánh Hoà,SPX Express
SP260008915,2026-05-14 22:51:13,Hoàn thành,LAN-028,Áo mẫu 028,2,169000,338000,0.0,64220.0,20280.0,30420.0,3380.0,5070.0,0,Bình Dương,GHN
SP260008916,2026-05-14 22:53:15,Hoàn thành,LAN-025,Áo mẫu 025,1,119000,119000,8000.0,21090.0,6660.0,9990.0,1110.0,1665.0,0,Thanh Hoá,SPX Express
SP260008917,2026-05-15 07:08:18,Hoàn thành,LAN-089,Quần mẫu 089,2,219000,438000,29000.0,77710.0,24540.0,36810.0,4090.0,6135.0,0,TP.HCM,J&T Express
SP260008918,2026-05-15 07:29:31,Hoàn thành,LAN-031,Áo mẫu 031,1,139000,139000,13000.0,23940.0,7560.0,11340.0,1260.0,1890.0,0,Hà Nội,GHN
SP260008919,2026-05-15 08:06:52,Hoàn thành,LAN-020,Áo mẫu 020,1,129000,129000,0.0,24510.0,7740.0,11610.0,1290.0,1935.0,0,Cần Thơ,GHN
SP260008920,2026-05-15 08:08:30,Hoàn thành,LAN-057,Váy/Đầm mẫu 057,1,239000,239000,0.0,45410.0,14340.0,21510.0,2390.0,3585.0,0,TP.HCM,J&T Express
SP260008922,2026-05-15 08:21:48,Hoàn thành,LAN-068,Váy/Đầm mẫu 068,1,219000,219000,17000.0,38380.0,12120.0,18180.0,2020.0,3030.0,0,Khánh Hoà,J&T Express
SP260008923,2026-05-15 08:23:08,Hoàn thành,LAN-011,Áo mẫu 011,1,259000,259000,22000.0,45030.0,14220.0,21330.0,2370.0,3555.0,0,TP.HCM,SPX Express
SP260008925,2026-05-15 08:34:51,Hoàn thành,LAN-001,Áo mẫu 001,1,149000,149000,0.0,28310.0,8940.0,13410.0,1490.0,2235.0,0,Hà Nội,SPX Express
SP260008926,2026-05-15 08:38:06,Đã trả hàng,LAN-032,Áo mẫu 032,1,199000,199000,0.0,0.0,0.0,0.0,0.0,0.0,30000,TP.HCM,J&T Express
SP260008927,2026-05-15 08:54:53,Hoàn thành,LAN-057,Váy/Đầm mẫu 057,1,239000,239000,22000.0,41230.0,13020.0,19530.0,2170.0,3255.0,0,Hà Nội,GHN
SP260008928,2026-05-15 09:06:50,Hoàn thành,LAN-129,Chân váy mẫu 129,2,189000,378000,30000.0,66120.0,20880.0,31320.0,3480.0,5220.0,0,Nghệ An,J&T Express
SP260008929,2026-05-15 09:37:38,Hoàn thành,LAN-024,Áo mẫu 024,1,209000,209000,19000.0,36100.0,11400.0,17100.0,1900.0,2850.0,0,Hà Nội,J&T Express
SP260008931,2026-05-15 10:19:57,Hoàn thành,LAN-011,Áo mẫu 011,2,259000,518000,0.0,98420.0,31080.0,46620.0,5180.0,7770.0,0,Khánh Hoà,GHN
SP260008936,2026-05-15 11:46:26,Hoàn thành,LAN-007,Áo mẫu 007,2,239000,478000,28000.0,85500.0,27000.0,40500.0,4500.0,6750.0,0,Hải Phòng,SPX Express
SP260008937,2026-05-15 12:04:34,Hoàn thành,LAN-115,Chân váy mẫu 115,1,219000,219000,0.0,41610.0,13140.0,19710.0,2190.0,3285.0,0,Đà Nẵng,SPX Express
SP260008938,2026-05-15 12:31:44,Đã huỷ,LAN-108,Quần mẫu 108,1,249000,249000,22000.0,0.0,0.0,0.0,0.0,0.0,0,TP.HCM,J&T Express
SP260008940,2026-05-15 12:44:37,Đã trả hàng,LAN-034,Áo mẫu 034,2,279000,558000,140000.0,0.0,0.0,0.0,0.0,0.0,30000,Hà Nội,J&T Express
SP260008941,2026-05-15 12:49:01,Hoàn thành,LAN-072,Váy/Đầm mẫu 072,1,209000,209000,0.0,39710.0,12540.0,18810.0,2090.0,3135.0,0,Bình Dương,GHN
SP260008946,2026-05-15 13:42:11,Hoàn thành,LAN-126,Chân váy mẫu 126,2,169000,338000,0.0,64220.0,20280.0,30420.0,3380.0,5070.0,0,Hà Nội,J&T Express
SP260008947,2026-05-15 13:48:51,Đã huỷ,LAN-034,Áo mẫu 034,2,279000,558000,140000.0,0.0,0.0,0.0,0.0,0.0,0,TP.HCM,J&T Express
SP260008949,2026-05-15 14:25:05,Đã trả hàng,LAN-006,Áo mẫu 006,1,269000,269000,0.0,0.0,0.0,0.0,0.0,0.0,30000,Cần Thơ,GHN
SP260008950,2026-05-15 14:26:33,Hoàn thành,LAN-068,Váy/Đầm mẫu 068,1,219000,219000,0.0,41610.0,13140.0,19710.0,2190.0,3285.0,0,TP.HCM,GHN
SP260008951,2026-05-15 14:31:59,Đã trả hàng,LAN-046,Váy/Đầm mẫu 046,1,269000,269000,0.0,0.0,0.0,0.0,0.0,0.0,30000,Nghệ An,SPX Express
